region,subregion,dop2,DOY2,DOY3,CWAD_mean,CWAD_sd
iowa,monona,Oct-7,Apr-1,Apr-1,678.2973422666666,723.4939847316823
iowa,monona,Oct-7,Apr-15,Apr-15,1323.2365973212122,1058.2768856770954
iowa,monona,Oct-7,May-1,May-1,2417.870917780303,1211.170443430384
iowa,monona,Oct-7,May-15,May-15,3468.9021066939395,1101.1160961913579
iowa,monona,Oct-7,Jun-1,Jun-1,4330.260163124242,1020.667397674899
iowa,monona,Oct-7,Jun-15,Jun-15,4702.9343508560605,976.9134014421014
iowa,monona,Oct-7,Jul-1,Jul-1,4826.712993693939,958.9961739483306
iowa,monona,Oct-7,Jul-15,Jul-15,4837.599094254546,956.1483857917102
iowa,monona,Nov-1,Apr-1,Apr-1,76.81308101969697,161.0368204045481
iowa,monona,Nov-1,Apr-15,Apr-15,277.74050122575755,437.50697232904906
iowa,monona,Nov-1,May-1,May-1,899.9405744090909,867.8421357927574
iowa,monona,Nov-1,May-15,May-15,1922.7120306318182,1087.6753687911205
iowa,monona,Nov-1,Jun-1,Jun-1,3215.7060845166666,1036.6530287333155
iowa,monona,Nov-1,Jun-15,Jun-15,3987.5411083939393,908.02660734068
iowa,monona,Nov-1,Jul-1,Jul-1,4394.795501933333,862.6438526138368
iowa,monona,Nov-1,Jul-15,Jul-15,4486.488602562121,853.6178377609851
iowa,monroe,Sep-15,Apr-1,Apr-1,3171.900729272222,996.6502657397651
iowa,monroe,Sep-15,Apr-15,Apr-15,3922.4071283222224,1083.6602969710466
iowa,monroe,Sep-15,May-1,May-1,4559.451346255555,1231.082890855716
iowa,monroe,Sep-15,May-15,May-15,4934.42203905,1355.320569921628
iowa,monroe,Sep-15,Jun-1,Jun-1,5142.448224991666,1424.8920999850016
iowa,monroe,Sep-15,Jun-15,Jun-15,5177.733807263889,1434.981532905633
iowa,monroe,Sep-15,Jul-1,Jul-1,5180.4624543361115,1435.690052372795
iowa,monroe,Sep-15,Jul-15,Jul-15,5180.4624543361115,1435.690052372795
iowa,monroe,Oct-7,Apr-1,Apr-1,1081.406489688889,975.4893954835376
iowa,monroe,Oct-7,Apr-15,Apr-15,1931.6175891694445,1194.7136853442416
iowa,monroe,Oct-7,May-1,May-1,3074.3337590027777,1129.3446089127538
iowa,monroe,Oct-7,May-15,May-15,3947.28669485,973.3191721121184
iowa,monroe,Oct-7,Jun-1,Jun-1,4582.710919533333,907.2791187668951
iowa,monroe,Oct-7,Jun-15,Jun-15,4814.659915761111,870.092749205007
iowa,monroe,Oct-7,Jul-1,Jul-1,4877.251832241666,849.3996053742125
iowa,monroe,Oct-7,Jul-15,Jul-15,4879.981747213889,848.1298926682433
iowa,monroe,Nov-1,Apr-1,Apr-1,167.07392891944446,278.5347081186208
iowa,monroe,Nov-1,Apr-15,Apr-15,507.0753931722222,674.0535644503454
iowa,monroe,Nov-1,May-1,May-1,1331.6758414222222,1016.7841246978599
iowa,monroe,Nov-1,May-15,May-15,2470.559027652778,1032.2492566087842
iowa,monroe,Nov-1,Jun-1,Jun-1,3614.036282838889,860.3734709827731
iowa,monroe,Nov-1,Jun-15,Jun-15,4170.684278941667,767.8758648607474
iowa,monroe,Nov-1,Jul-1,Jul-1,4441.206313669444,710.0659828997541
iowa,monroe,Nov-1,Jul-15,Jul-15,4487.663114330556,695.549530802466
iowa,montgomery,Sep-15,Apr-1,Apr-1,3060.79781104,997.5668409490737
iowa,montgomery,Sep-15,Apr-15,Apr-15,3702.025757031111,987.5584290534914
iowa,montgomery,Sep-15,May-1,May-1,4261.384136526667,1044.8052980050766
iowa,montgomery,Sep-15,May-15,May-15,4581.829355324445,1122.6081826416128
iowa,montgomery,Sep-15,Jun-1,Jun-1,4755.1695480533335,1169.948695530138
iowa,montgomery,Sep-15,Jun-15,Jun-15,4785.6253595377775,1178.5559524351627
iowa,montgomery,Sep-15,Jul-1,Jul-1,4787.184025597778,1178.9808516492976
iowa,montgomery,Sep-15,Jul-15,Jul-15,4787.184025597778,1178.9808516492976
iowa,montgomery,Oct-7,Apr-1,Apr-1,1206.1484959266668,1020.2042175729035
iowa,montgomery,Oct-7,Apr-15,Apr-15,2020.1667115533332,1222.4946345393125
iowa,montgomery,Oct-7,May-1,May-1,3058.561147211111,1066.4327852949311
iowa,montgomery,Oct-7,May-15,May-15,3882.3298686466665,766.965689367043
iowa,montgomery,Oct-7,Jun-1,Jun-1,4457.379618937778,578.3108975963148
iowa,montgomery,Oct-7,Jun-15,Jun-15,4673.067680015555,501.839749753819
iowa,montgomery,Oct-7,Jul-1,Jul-1,4728.091119466667,482.10733659130506
iowa,montgomery,Oct-7,Jul-15,Jul-15,4729.972635786667,481.2110378852433
iowa,montgomery,Nov-1,Apr-1,Apr-1,182.78088992444444,288.4262561157695
iowa,montgomery,Nov-1,Apr-15,Apr-15,565.7362039533333,689.1729260091745
iowa,montgomery,Nov-1,May-1,May-1,1414.6026893022222,1050.9630618667557
iowa,montgomery,Nov-1,May-15,May-15,2516.7795800377776,1045.4357200720751
iowa,montgomery,Nov-1,Jun-1,Jun-1,3609.5997919711112,742.3031754796758
iowa,montgomery,Nov-1,Jun-15,Jun-15,4171.565517091111,501.73638900220607
iowa,montgomery,Nov-1,Jul-1,Jul-1,4426.519142566666,395.7841388875885
iowa,montgomery,Nov-1,Jul-15,Jul-15,4469.622700851111,380.7190446887405
iowa,muscatine,Sep-15,Apr-1,Apr-1,2935.5036544435898,1080.953821193672
iowa,muscatine,Sep-15,Apr-15,Apr-15,3803.1109192692306,1108.7954415572779
iowa,muscatine,Sep-15,May-1,May-1,4619.055090651282,1155.4969213480629
iowa,muscatine,Sep-15,May-15,May-15,5114.6017991871795,1244.9263072748677
iowa,muscatine,Sep-15,Jun-1,Jun-1,5410.967373446154,1311.0377681847885
iowa,muscatine,Sep-15,Jun-15,Jun-15,5472.119537994872,1321.847555719975
iowa,muscatine,Sep-15,Jul-1,Jul-1,5478.233726853846,1322.6330323272698
iowa,muscatine,Sep-15,Jul-15,Jul-15,5478.243150715384,1322.6334705529644
iowa,muscatine,Oct-7,Apr-1,Apr-1,816.1565340794872,880.9379553100715
iowa,muscatine,Oct-7,Apr-15,Apr-15,1580.8308225923076,1176.8079745388811
iowa,muscatine,Oct-7,May-1,May-1,2799.457579074359,1180.831409077356
iowa,muscatine,Oct-7,May-15,May-15,3831.728326548718,961.7862864814434
iowa,muscatine,Oct-7,Jun-1,Jun-1,4634.998542948718,770.4471300086007
iowa,muscatine,Oct-7,Jun-15,Jun-15,4949.0864898076925,677.7098254136694
iowa,muscatine,Oct-7,Jul-1,Jul-1,5046.226847397436,635.6290212671415
iowa,muscatine,Oct-7,Jul-15,Jul-15,5053.108359979487,631.239355539303
iowa,muscatine,Nov-1,Apr-1,Apr-1,108.6609597923077,203.02005296760694
iowa,muscatine,Nov-1,Apr-15,Apr-15,366.22578524871795,586.8874411037647
iowa,muscatine,Nov-1,May-1,May-1,1044.5124509333334,1008.7017184102103
iowa,muscatine,Nov-1,May-15,May-15,2121.990954782051,1182.5483304017125
iowa,muscatine,Nov-1,Jun-1,Jun-1,3371.795893874359,1174.8033988678555
iowa,muscatine,Nov-1,Jun-15,Jun-15,4020.6900383615384,1159.3118333612429
iowa,muscatine,Nov-1,Jul-1,Jul-1,4355.887912251282,1160.1518701859932
iowa,muscatine,Nov-1,Jul-15,Jul-15,4425.676718674359,1160.8320680202585
iowa,obrien,Sep-15,Apr-1,Apr-1,1415.8838492541668,1068.0438903267802
iowa,obrien,Sep-15,Apr-15,Apr-15,2270.439712175,1262.3541694891471
iowa,obrien,Sep-15,May-1,May-1,3509.4868199875,1239.5095965255994
iowa,obrien,Sep-15,May-15,May-15,4523.915272960417,1066.7759302424774
iowa,obrien,Sep-15,Jun-1,Jun-1,5300.182582402083,966.0796724521578
iowa,obrien,Sep-15,Jun-15,Jun-15,5593.1267307416665,906.0582186756701
iowa,obrien,Sep-15,Jul-1,Jul-1,5669.569675722917,884.5631555273109
iowa,obrien,Sep-15,Jul-15,Jul-15,5673.93589411875,882.124174916783
iowa,obrien,Oct-7,Apr-1,Apr-1,177.38577944791666,315.8811079814162
iowa,obrien,Oct-7,Apr-15,Apr-15,462.82867776666666,639.683104950352
iowa,obrien,Oct-7,May-1,May-1,1211.6401949541666,1059.0114487410167
iowa,obrien,Oct-7,May-15,May-15,2367.1005940729165,1156.0707887876633
iowa,obrien,Oct-7,Jun-1,Jun-1,3768.358006604167,934.2898718721556
iowa,obrien,Oct-7,Jun-15,Jun-15,4523.723268004167,665.3753581754042
iowa,obrien,Oct-7,Jul-1,Jul-1,4908.610351679166,507.9256498389766
iowa,obrien,Oct-7,Jul-15,Jul-15,4985.3113286875,468.2648816448526
iowa,obrien,Nov-1,Apr-1,Apr-1,11.695948604166666,33.73407146406111
iowa,obrien,Nov-1,Apr-15,Apr-15,61.716187497916664,145.70845447862555
iowa,obrien,Nov-1,May-1,May-1,306.11137291041666,506.00425578433146
iowa,obrien,Nov-1,May-15,May-15,931.7220785458334,915.3926693367987
iowa,obrien,Nov-1,Jun-1,Jun-1,2331.9337548375,1156.0333989546214
iowa,obrien,Nov-1,Jun-15,Jun-15,3460.66073566875,1026.067429724258
iowa,obrien,Nov-1,Jul-1,Jul-1,4252.035128866667,932.1117710003542
iowa,obrien,Nov-1,Jul-15,Jul-15,4528.119592416667,909.73422764837
iowa,osceola,Sep-15,Apr-1,Apr-1,1327.7727813,1053.9239763948162
iowa,osceola,Sep-15,Apr-15,Apr-15,2130.669383648148,1278.9937614955434
iowa,osceola,Sep-15,May-1,May-1,3373.5453496333334,1302.5866972105898
iowa,osceola,Sep-15,May-15,May-15,4466.688827077778,1144.592612091637
iowa,osceola,Sep-15,Jun-1,Jun-1,5342.684613407408,1028.8703456680055
iowa,osceola,Sep-15,Jun-15,Jun-15,5686.916696544445,950.1636357123742
iowa,osceola,Sep-15,Jul-1,Jul-1,5785.631179174074,921.489253911808
iowa,osceola,Sep-15,Jul-15,Jul-15,5792.948786077778,916.7791895097087
iowa,osceola,Oct-7,Apr-1,Apr-1,156.7897623185185,299.87637564122224
iowa,osceola,Oct-7,Apr-15,Apr-15,413.8848210296296,633.4876493861083
iowa,osceola,Oct-7,May-1,May-1,1093.8603419851852,1066.04621955239
iowa,osceola,Oct-7,May-15,May-15,2203.771034951852,1214.3913616519014
iowa,osceola,Oct-7,Jun-1,Jun-1,3671.3979706074074,1018.8044040511188
iowa,osceola,Oct-7,Jun-15,Jun-15,4509.557063859259,708.3129131564251
iowa,osceola,Oct-7,Jul-1,Jul-1,4957.200526425926,511.3435816182418
iowa,osceola,Oct-7,Jul-15,Jul-15,5057.015175588889,453.94930169518324
iowa,osceola,Nov-1,Apr-1,Apr-1,9.696050255555555,29.07455162898039
iowa,osceola,Nov-1,Apr-15,Apr-15,50.90666767037037,127.00500938835796
iowa,osceola,Nov-1,May-1,May-1,261.5972280851852,473.8987494240341
iowa,osceola,Nov-1,May-15,May-15,819.1730805962962,900.7598224035446
iowa,osceola,Nov-1,Jun-1,Jun-1,2162.7399990666668,1202.405332400942
iowa,osceola,Nov-1,Jun-15,Jun-15,3369.032342537037,1063.0658175698827
iowa,osceola,Nov-1,Jul-1,Jul-1,4262.382929537037,908.8732090405335
iowa,osceola,Nov-1,Jul-15,Jul-15,4593.74734912963,859.4888597136428
iowa,page,Sep-15,Apr-1,Apr-1,3304.68519525,1101.4301293076826
iowa,page,Sep-15,Apr-15,Apr-15,3986.3536900583335,1231.0902266145654
iowa,page,Sep-15,May-1,May-1,4594.287613781667,1403.1866981582932
iowa,page,Sep-15,May-15,May-15,4927.4677821566665,1530.782419722994
iowa,page,Sep-15,Jun-1,Jun-1,5085.542324406667,1592.4790219382935
iowa,page,Sep-15,Jun-15,Jun-15,5106.027425671667,1600.5639236725365
iowa,page,Sep-15,Jul-1,Jul-1,5106.650726135,1600.7665832125601
iowa,page,Sep-15,Jul-15,Jul-15,5106.650726135,1600.7665832125601
iowa,page,Oct-7,Apr-1,Apr-1,1422.1340878533333,1104.0242497525014
iowa,page,Oct-7,Apr-15,Apr-15,2327.061422298333,1302.5984593268026
iowa,page,Oct-7,May-1,May-1,3445.861956605,1147.995374463285
iowa,page,Oct-7,May-15,May-15,4305.826179045,913.8342007781247
iowa,page,Oct-7,Jun-1,Jun-1,4882.598328935,757.2942051132098
iowa,page,Oct-7,Jun-15,Jun-15,5067.394343416667,690.2813084462374
iowa,page,Oct-7,Jul-1,Jul-1,5105.248960373333,674.0206451083975
iowa,page,Oct-7,Jul-15,Jul-15,5105.91479347,673.5908598861822
iowa,page,Nov-1,Apr-1,Apr-1,241.59847522333334,341.5395544755902
iowa,page,Nov-1,Apr-15,Apr-15,709.9315396883334,775.5338800229415
iowa,page,Nov-1,May-1,May-1,1659.0778552483334,1125.1924628305997
iowa,page,Nov-1,May-15,May-15,2828.0920398,1076.709568498026
iowa,page,Nov-1,Jun-1,Jun-1,3921.9954193916665,791.2428444351264
iowa,page,Nov-1,Jun-15,Jun-15,4444.08879756,589.9737472036484
iowa,page,Nov-1,Jul-1,Jul-1,4657.366350065,507.426709803348
iowa,page,Nov-1,Jul-15,Jul-15,4685.392179305,496.8479947013729
iowa,palo alto,Sep-15,Apr-1,Apr-1,1431.127276555,1129.0691398230408
iowa,palo alto,Sep-15,Apr-15,Apr-15,2317.381609345,1360.497702987995
iowa,palo alto,Sep-15,May-1,May-1,3625.5150535733333,1354.3378615832432
iowa,palo alto,Sep-15,May-15,May-15,4728.852587043333,1144.1034643743212
iowa,palo alto,Sep-15,Jun-1,Jun-1,5592.499874736666,965.0426099974663
iowa,palo alto,Sep-15,Jun-15,Jun-15,5914.573718148334,847.687524693247
iowa,palo alto,Sep-15,Jul-1,Jul-1,6000.020866003333,804.7971136566296
iowa,palo alto,Sep-15,Jul-15,Jul-15,6005.830091261667,799.004231412521
iowa,palo alto,Oct-7,Apr-1,Apr-1,163.95618894333333,290.10113270929463
iowa,palo alto,Oct-7,Apr-15,Apr-15,452.742415165,651.1552633868451
iowa,palo alto,Oct-7,May-1,May-1,1195.5886276683334,1093.6761849573743
iowa,palo alto,Oct-7,May-15,May-15,2356.96390819,1201.5503957909734
iowa,palo alto,Oct-7,Jun-1,Jun-1,3832.2571300733334,973.0122739569725
iowa,palo alto,Oct-7,Jun-15,Jun-15,4637.668516388333,645.2709887531734
iowa,palo alto,Oct-7,Jul-1,Jul-1,5045.351765186667,421.1970105245924
iowa,palo alto,Oct-7,Jul-15,Jul-15,5131.682437106667,351.42626867536507
iowa,palo alto,Nov-1,Apr-1,Apr-1,9.758195456666666,26.044246831460896
iowa,palo alto,Nov-1,Apr-15,Apr-15,51.34434067666667,118.61839385346887
iowa,palo alto,Nov-1,May-1,May-1,282.0838323,459.6224031280422
iowa,palo alto,Nov-1,May-15,May-15,895.0734823633334,884.3923050843835
iowa,palo alto,Nov-1,Jun-1,Jun-1,2326.8325249416666,1152.0906495795339
iowa,palo alto,Nov-1,Jun-15,Jun-15,3523.4277928383335,964.3766295259603
iowa,palo alto,Nov-1,Jul-1,Jul-1,4373.488026436667,761.4792574575335
iowa,palo alto,Nov-1,Jul-15,Jul-15,4678.595149976667,686.874760088863
iowa,plymouth,Sep-15,Apr-1,Apr-1,1739.3944516944443,1118.491252084013
iowa,plymouth,Sep-15,Apr-15,Apr-15,2548.826713537778,1253.390700111268
iowa,plymouth,Sep-15,May-1,May-1,3530.6944072888887,1262.3412832212023
iowa,plymouth,Sep-15,May-15,May-15,4221.132059488888,1280.4853226874675
iowa,plymouth,Sep-15,Jun-1,Jun-1,4706.7908269633335,1354.7346339461637
iowa,plymouth,Sep-15,Jun-15,Jun-15,4880.365076414444,1372.7287937049305
iowa,plymouth,Sep-15,Jul-1,Jul-1,4919.256789237777,1375.7455733461727
iowa,plymouth,Sep-15,Jul-15,Jul-15,4920.623722251111,1375.8847137857165
iowa,plymouth,Oct-7,Apr-1,Apr-1,284.6151756488889,399.78741570499284
iowa,plymouth,Oct-7,Apr-15,Apr-15,654.5495159077777,700.6038621858507
iowa,plymouth,Oct-7,May-1,May-1,1519.621745778889,1007.1548206953364
iowa,plymouth,Oct-7,May-15,May-15,2567.6556457755555,1027.4297316928225
iowa,plymouth,Oct-7,Jun-1,Jun-1,3589.3527316155555,995.7392865851599
iowa,plymouth,Oct-7,Jun-15,Jun-15,4105.0172316533335,991.5639225923912
iowa,plymouth,Oct-7,Jul-1,Jul-1,4350.530259136666,1003.1331351056183
iowa,plymouth,Oct-7,Jul-15,Jul-15,4390.972424022222,1005.750268639664
iowa,plymouth,Nov-1,Apr-1,Apr-1,26.914152777777776,76.17156262807686
iowa,plymouth,Nov-1,Apr-15,Apr-15,104.48054770333333,206.4840414891368
iowa,plymouth,Nov-1,May-1,May-1,459.54042107555557,583.1601915658405
iowa,plymouth,Nov-1,May-15,May-15,1211.131764521111,921.7182773893944
iowa,plymouth,Nov-1,Jun-1,Jun-1,2481.126800623333,1040.186966961976
iowa,plymouth,Nov-1,Jun-15,Jun-15,3361.5401791544446,966.4257714724984
iowa,plymouth,Nov-1,Jul-1,Jul-1,3937.847383351111,961.6919530492224
iowa,plymouth,Nov-1,Jul-15,Jul-15,4122.01892672,969.4144507949142
iowa,pocahontas,Sep-15,Apr-1,Apr-1,1892.482581355,1267.2850789250108
iowa,pocahontas,Sep-15,Apr-15,Apr-15,2862.766136875,1398.244817299571
iowa,pocahontas,Sep-15,May-1,May-1,4129.37769267,1313.9089452624164
iowa,pocahontas,Sep-15,May-15,May-15,5098.981540515,1136.8142754350724
iowa,pocahontas,Sep-15,Jun-1,Jun-1,5786.884941103333,1032.1800801434827
iowa,pocahontas,Sep-15,Jun-15,Jun-15,6012.877444886667,964.6287102916265
iowa,pocahontas,Sep-15,Jul-1,Jul-1,6058.635769488334,942.425899231596
iowa,pocahontas,Sep-15,Jul-15,Jul-15,6060.488088606667,940.8167717500011
iowa,pocahontas,Oct-7,Apr-1,Apr-1,274.77001888166666,434.0148415044704
iowa,pocahontas,Oct-7,Apr-15,Apr-15,670.4120836716667,828.103538795219
iowa,pocahontas,Oct-7,May-1,May-1,1563.7176244916666,1190.7424815860434
iowa,pocahontas,Oct-7,May-15,May-15,2796.4965995683333,1169.503452240444
iowa,pocahontas,Oct-7,Jun-1,Jun-1,4132.520752785,890.6461666464513
iowa,pocahontas,Oct-7,Jun-15,Jun-15,4801.813690751666,598.6680532683192
iowa,pocahontas,Oct-7,Jul-1,Jul-1,5098.513313641667,428.97339153838857
iowa,pocahontas,Oct-7,Jul-15,Jul-15,5147.10592353,389.09715757947015
iowa,pocahontas,Nov-1,Apr-1,Apr-1,19.408253371666667,48.20020641027733
iowa,pocahontas,Nov-1,Apr-15,Apr-15,94.75603791666667,202.71441957402718
iowa,pocahontas,Nov-1,May-1,May-1,422.80927685833336,602.7178594484122
iowa,pocahontas,Nov-1,May-15,May-15,1185.7504197366666,994.5123687752681
iowa,pocahontas,Nov-1,Jun-1,Jun-1,2678.4636245383335,1122.769240523026
iowa,pocahontas,Nov-1,Jun-15,Jun-15,3785.9341735733333,866.3902857182746
iowa,pocahontas,Nov-1,Jul-1,Jul-1,4496.438021943333,642.7642204510513
iowa,pocahontas,Nov-1,Jul-15,Jul-15,4724.00923533,569.4346236878326
iowa,polk,Sep-15,Apr-1,Apr-1,2838.989661547059,1172.6696535511828
iowa,polk,Sep-15,Apr-15,Apr-15,3764.537041735294,1161.0723145472132
iowa,polk,Sep-15,May-1,May-1,4671.721468729412,1100.9730598764393
iowa,polk,Sep-15,May-15,May-15,5244.811334654902,1124.451432592634
iowa,polk,Sep-15,Jun-1,Jun-1,5591.041941582353,1161.1103722951461
iowa,polk,Sep-15,Jun-15,Jun-15,5669.305201268628,1165.1352258406266
iowa,polk,Sep-15,Jul-1,Jul-1,5677.705720764706,1164.708170287325
iowa,polk,Sep-15,Jul-15,Jul-15,5677.722307754902,1164.7083603184956
iowa,polk,Oct-7,Apr-1,Apr-1,725.2984777333334,822.8807279099444
iowa,polk,Oct-7,Apr-15,Apr-15,1414.1168333431372,1131.8028964495818
iowa,polk,Oct-7,May-1,May-1,2582.995949672549,1198.5003567908675
iowa,polk,Oct-7,May-15,May-15,3689.6982903823528,966.7826805213203
iowa,polk,Oct-7,Jun-1,Jun-1,4585.314326939216,735.7668643988447
iowa,polk,Oct-7,Jun-15,Jun-15,4951.839536105882,616.339027843839
iowa,polk,Oct-7,Jul-1,Jul-1,5070.479260145098,565.1856506847282
iowa,polk,Oct-7,Jul-15,Jul-15,5079.381182052941,559.233855150376
iowa,polk,Nov-1,Apr-1,Apr-1,89.26605647450981,166.00651609454067
iowa,polk,Nov-1,Apr-15,Apr-15,314.102941354902,504.89377822756796
iowa,polk,Nov-1,May-1,May-1,946.7631940745098,935.1566403941985
iowa,polk,Nov-1,May-15,May-15,2032.3950489215686,1091.9611457563406
iowa,polk,Nov-1,Jun-1,Jun-1,3426.009929045098,901.3810410357636
iowa,polk,Nov-1,Jun-15,Jun-15,4204.926000905883,642.7231191715384
iowa,polk,Nov-1,Jul-1,Jul-1,4614.4393173529415,477.0192204070613
iowa,polk,Nov-1,Jul-15,Jul-15,4705.225030319608,437.09462368775496
iowa,pottawattamie,Sep-15,Apr-1,Apr-1,2870.1474644747127,1046.8702627543914
iowa,pottawattamie,Sep-15,Apr-15,Apr-15,3505.9737264827586,1099.9383332906261
iowa,pottawattamie,Sep-15,May-1,May-1,4092.594673883908,1194.655700052784
iowa,pottawattamie,Sep-15,May-15,May-15,4432.893778912644,1293.905402738239
iowa,pottawattamie,Sep-15,Jun-1,Jun-1,4621.5882504804595,1348.8372153629937
iowa,pottawattamie,Sep-15,Jun-15,Jun-15,4660.98706023908,1357.588771645525
iowa,pottawattamie,Sep-15,Jul-1,Jul-1,4664.024910628736,1358.1433107080145
iowa,pottawattamie,Sep-15,Jul-15,Jul-15,4664.024927563219,1358.1433154604074
iowa,pottawattamie,Oct-7,Apr-1,Apr-1,1040.5671766287355,927.8939180939685
iowa,pottawattamie,Oct-7,Apr-15,Apr-15,1772.6895988333333,1166.0588492332856
iowa,pottawattamie,Oct-7,May-1,May-1,2756.4918048850573,1140.0682829495288
iowa,pottawattamie,Oct-7,May-15,May-15,3549.100248094253,999.0261640094376
iowa,pottawattamie,Oct-7,Jun-1,Jun-1,4124.3426820057475,960.2058481220371
iowa,pottawattamie,Oct-7,Jun-15,Jun-15,4355.8990177333335,943.4243587970287
iowa,pottawattamie,Oct-7,Jul-1,Jul-1,4422.084583331034,937.0444928128065
iowa,pottawattamie,Oct-7,Jul-15,Jul-15,4425.7976082632185,936.4358002546315
iowa,pottawattamie,Nov-1,Apr-1,Apr-1,148.9667774045977,254.42443005389492
iowa,pottawattamie,Nov-1,Apr-15,Apr-15,478.23450150689655,618.6518232861321
iowa,pottawattamie,Nov-1,May-1,May-1,1243.3585885425287,983.1914577007774
iowa,pottawattamie,Nov-1,May-15,May-15,2242.482447316092,1051.357662450447
iowa,pottawattamie,Nov-1,Jun-1,Jun-1,3269.9105331655173,916.1251341356511
iowa,pottawattamie,Nov-1,Jun-15,Jun-15,3830.3032419091955,822.13110968428
iowa,pottawattamie,Nov-1,Jul-1,Jul-1,4100.34942985977,797.8022505846337
iowa,pottawattamie,Nov-1,Jul-15,Jul-15,4153.737141527587,794.5648244096978
iowa,poweshiek,Sep-15,Apr-1,Apr-1,2660.958397746667,1078.3284950128786
iowa,poweshiek,Sep-15,Apr-15,Apr-15,3487.0229327711113,1008.6390808779792
iowa,poweshiek,Sep-15,May-1,May-1,4266.363667313333,894.548571930617
iowa,poweshiek,Sep-15,May-15,May-15,4744.283213655555,903.6851398206687
iowa,poweshiek,Sep-15,Jun-1,Jun-1,5057.896883386667,943.3919236324011
iowa,poweshiek,Sep-15,Jun-15,Jun-15,5138.279199084444,949.0616379249426
iowa,poweshiek,Sep-15,Jul-1,Jul-1,5148.747118366667,948.5079261304696
iowa,poweshiek,Sep-15,Jul-15,Jul-15,5148.800592468889,948.5108023531093
iowa,poweshiek,Oct-7,Apr-1,Apr-1,639.4220620688889,787.8875336503024
iowa,poweshiek,Oct-7,Apr-15,Apr-15,1263.4038450044445,1075.319139876306
iowa,poweshiek,Oct-7,May-1,May-1,2388.517026697778,1130.58188812574
iowa,poweshiek,Oct-7,May-15,May-15,3419.6142524066668,915.252802379141
iowa,poweshiek,Oct-7,Jun-1,Jun-1,4247.415014013333,728.8399987013156
iowa,poweshiek,Oct-7,Jun-15,Jun-15,4599.334172253333,648.9327092683867
iowa,poweshiek,Oct-7,Jul-1,Jul-1,4724.850002568889,603.9947671870375
iowa,poweshiek,Oct-7,Jul-15,Jul-15,4736.741932513333,596.4697819580235
iowa,poweshiek,Nov-1,Apr-1,Apr-1,76.47296638666667,144.829831676356
iowa,poweshiek,Nov-1,Apr-15,Apr-15,269.2712827111111,459.397920957268
iowa,poweshiek,Nov-1,May-1,May-1,841.2091016,882.436511879391
iowa,poweshiek,Nov-1,May-15,May-15,1865.812751711111,1043.6003792104455
iowa,poweshiek,Nov-1,Jun-1,Jun-1,3217.6486803355556,880.731905276647
iowa,poweshiek,Nov-1,Jun-15,Jun-15,3964.48441612,696.3990094684082
iowa,poweshiek,Nov-1,Jul-1,Jul-1,4366.517593397778,597.370577633372
iowa,poweshiek,Nov-1,Jul-15,Jul-15,4465.91671664,565.4453140737795
iowa,ringgold,Sep-15,Apr-1,Apr-1,3387.8475209979165,1087.02372088234
iowa,ringgold,Sep-15,Apr-15,Apr-15,4102.37417095,1171.1923276027435
iowa,ringgold,Sep-15,May-1,May-1,4706.08424660625,1295.8948266047641
iowa,ringgold,Sep-15,May-15,May-15,5048.8898587979165,1402.784567902587
iowa,ringgold,Sep-15,Jun-1,Jun-1,5226.8801917375,1460.3755074261028
iowa,ringgold,Sep-15,Jun-15,Jun-15,5253.772798395833,1469.0210193130913
iowa,ringgold,Sep-15,Jul-1,Jul-1,5255.057828635417,1469.4577951806675
iowa,ringgold,Sep-15,Jul-15,Jul-15,5255.057828635417,1469.4577951806675
iowa,ringgold,Oct-7,Apr-1,Apr-1,1368.1830739354166,1125.2971868065297
iowa,ringgold,Oct-7,Apr-15,Apr-15,2288.98084799375,1334.0685255288583
iowa,ringgold,Oct-7,May-1,May-1,3430.7830769479165,1165.1862694448853
iowa,ringgold,Oct-7,May-15,May-15,4290.51075456875,885.8787305131216
iowa,ringgold,Oct-7,Jun-1,Jun-1,4893.950337658333,672.7201559258908
iowa,ringgold,Oct-7,Jun-15,Jun-15,5102.735735320834,574.4990553522979
iowa,ringgold,Oct-7,Jul-1,Jul-1,5151.65609878125,542.3167448292907
iowa,ringgold,Oct-7,Jul-15,Jul-15,5152.959614541666,541.2682465813429
iowa,ringgold,Nov-1,Apr-1,Apr-1,231.53183178333333,351.7291113028857
iowa,ringgold,Nov-1,Apr-15,Apr-15,666.0516598375,781.0443088806192
iowa,ringgold,Nov-1,May-1,May-1,1587.3197772375,1127.2557749887967
iowa,ringgold,Nov-1,May-15,May-15,2754.343078797917,1077.5496233117458
iowa,ringgold,Nov-1,Jun-1,Jun-1,3880.4993675208334,772.1146112089062
iowa,ringgold,Nov-1,Jun-15,Jun-15,4418.768466875,588.2007089183812
iowa,ringgold,Nov-1,Jul-1,Jul-1,4658.587743864583,488.34298504212404
iowa,ringgold,Nov-1,Jul-15,Jul-15,4694.04392353125,470.1162795935781
iowa,sac,Sep-15,Apr-1,Apr-1,2132.601867452381,1308.9191575504465
iowa,sac,Sep-15,Apr-15,Apr-15,3093.6194703507936,1363.4755869236722
iowa,sac,Sep-15,May-1,May-1,4222.601350638095,1200.636010515371
iowa,sac,Sep-15,May-15,May-15,5019.12648491746,1024.3880481109668
